attendance_id,employee_id,attendance_month,working_days,present_days,absent_days,late_days,leave_days,attendance_rate
3568,1760,2024-09-01,20,20,0,1,0,100.0
3569,1760,2024-10-01,21,19,0,0,2,90.48
3570,1760,2024-11-01,22,20,1,4,1,90.91
3571,1761,2024-06-01,20,19,0,4,1,95.0
3572,1761,2024-07-01,23,21,0,4,2,91.3
3573,1761,2024-08-01,21,21,0,0,0,100.0
3574,1761,2024-09-01,20,18,1,1,1,90.0
3575,1761,2024-10-01,21,20,0,2,1,95.24
3576,1761,2024-11-01,22,22,0,3,0,100.0
3577,1762,2024-06-01,23,23,0,0,0,100.0
3578,1762,2024-07-01,21,20,0,0,1,95.24
3579,1762,2024-08-01,23,21,2,2,0,91.3
3580,1762,2024-09-01,20,20,0,2,0,100.0
3581,1762,2024-10-01,23,21,1,2,1,91.3
3582,1762,2024-11-01,22,22,0,1,0,100.0
3583,1763,2024-06-01,21,15,5,2,1,71.43
3584,1763,2024-07-01,23,22,0,0,1,95.65
3585,1763,2024-08-01,22,22,0,3,0,100.0
3586,1763,2024-09-01,22,20,2,3,0,90.91
3587,1763,2024-10-01,21,20,0,1,1,95.24
3588,1763,2024-11-01,20,19,1,0,0,95.0
3589,1765,2024-06-01,23,22,0,1,1,95.65
3590,1765,2024-07-01,21,21,0,2,0,100.0
3591,1765,2024-08-01,22,22,0,3,0,100.0
3592,1765,2024-09-01,22,21,0,0,1,95.45
3593,1765,2024-10-01,20,19,1,0,0,95.0
3594,1765,2024-11-01,22,20,0,0,2,90.91
3595,1767,2024-06-01,22,22,0,4,0,100.0
3596,1767,2024-07-01,23,21,0,4,2,91.3
3597,1767,2024-08-01,20,18,1,4,1,90.0
3598,1767,2024-09-01,23,21,0,0,2,91.3
3599,1767,2024-10-01,21,19,1,0,1,90.48
3600,1767,2024-11-01,23,23,0,3,0,100.0
3601,1768,2024-06-01,22,20,2,3,0,90.91
3602,1768,2024-07-01,23,18,4,3,1,78.26
3603,1768,2024-08-01,20,18,1,3,1,90.0
3604,1768,2024-09-01,23,21,0,2,2,91.3
3605,1768,2024-10-01,20,18,2,0,0,90.0
3606,1768,2024-11-01,21,20,1,4,0,95.24
3607,1769,2024-06-01,22,21,1,0,0,95.45
3608,1769,2024-07-01,22,21,0,0,1,95.45
3609,1769,2024-08-01,22,21,0,4,1,95.45
3610,1769,2024-09-01,22,20,0,0,2,90.91
3611,1769,2024-10-01,20,19,0,3,1,95.0
3612,1769,2024-11-01,21,21,0,2,0,100.0
3613,1770,2024-06-01,20,18,1,3,1,90.0
3614,1770,2024-07-01,23,21,2,3,0,91.3
3615,1770,2024-08-01,22,22,0,0,0,100.0
3616,1770,2024-09-01,21,20,1,3,0,95.24
3617,1770,2024-10-01,21,19,1,4,1,90.48
3618,1770,2024-11-01,22,22,0,4,0,100.0
3619,1771,2024-06-01,22,22,0,3,0,100.0
3620,1771,2024-07-01,22,20,2,1,0,90.91
3621,1771,2024-08-01,22,22,0,1,0,100.0
3622,1771,2024-09-01,23,21,0,1,2,91.3
3623,1771,2024-10-01,20,20,0,3,0,100.0
3624,1771,2024-11-01,23,23,0,0,0,100.0
3625,1773,2024-06-01,23,23,0,3,0,100.0
3626,1773,2024-07-01,21,21,0,2,0,100.0
3627,1773,2024-08-01,22,21,1,0,0,95.45
3628,1773,2024-09-01,20,18,1,1,1,90.0
3629,1773,2024-10-01,21,21,0,1,0,100.0
3630,1773,2024-11-01,20,19,0,2,1,95.0
3631,1776,2024-06-01,20,18,1,1,1,90.0
3632,1776,2024-07-01,20,19,0,1,1,95.0
3633,1776,2024-08-01,23,22,0,0,1,95.65
3634,1776,2024-09-01,21,15,4,1,2,71.43
3635,1776,2024-10-01,22,21,1,2,0,95.45
3636,1776,2024-11-01,23,21,1,1,1,91.3
3637,1778,2024-06-01,23,23,0,0,0,100.0
3638,1778,2024-07-01,23,23,0,4,0,100.0
3639,1778,2024-08-01,20,14,6,0,0,70.0
3640,1778,2024-09-01,21,19,0,4,2,90.48
3641,1778,2024-10-01,21,19,1,4,1,90.48
3642,1778,2024-11-01,23,16,6,3,1,69.57
3643,1780,2024-06-01,20,19,0,1,1,95.0
3644,1780,2024-07-01,22,21,0,1,1,95.45
3645,1780,2024-08-01,20,16,2,4,2,80.0
3646,1780,2024-09-01,21,21,0,1,0,100.0
3647,1780,2024-10-01,23,22,1,0,0,95.65
3648,1780,2024-11-01,21,20,0,2,1,95.24
3649,1781,2024-06-01,21,19,0,1,2,90.48
3650,1781,2024-07-01,20,18,2,4,0,90.0
3651,1781,2024-08-01,20,19,1,0,0,95.0
3652,1781,2024-09-01,23,21,0,1,2,91.3
3653,1781,2024-10-01,20,18,1,2,1,90.0
3654,1781,2024-11-01,20,18,2,3,0,90.0
3655,1782,2024-06-01,22,20,0,3,2,90.91
3656,1782,2024-07-01,22,22,0,3,0,100.0
3657,1782,2024-08-01,22,20,0,2,2,90.91
3658,1782,2024-09-01,23,22,0,1,1,95.65
3659,1782,2024-10-01,21,19,1,2,1,90.48
3660,1782,2024-11-01,21,21,0,3,0,100.0
3661,1783,2024-08-01,22,22,0,3,0,100.0
3662,1783,2024-09-01,22,21,0,4,1,95.45
3663,1783,2024-10-01,22,21,0,0,1,95.45
3664,1783,2024-11-01,21,21,0,0,0,100.0
3665,1784,2024-06-01,23,23,0,2,0,100.0
3666,1784,2024-07-01,20,20,0,3,0,100.0
3667,1784,2024-08-01,20,20,0,0,0,100.0
3668,1784,2024-09-01,20,19,0,1,1,95.0
3669,1784,2024-10-01,23,23,0,4,0,100.0
3670,1784,2024-11-01,22,20,2,1,0,90.91
3671,1786,2024-06-01,20,20,0,0,0,100.0
3672,1786,2024-07-01,20,20,0,2,0,100.0
3673,1786,2024-08-01,21,20,0,2,1,95.24
3674,1786,2024-09-01,20,19,0,3,1,95.0
3675,1786,2024-10-01,22,20,1,0,1,90.91
3676,1786,2024-11-01,23,22,0,1,1,95.65
3677,1787,2024-06-01,23,23,0,4,0,100.0
3678,1787,2024-07-01,23,20,2,2,1,86.96
3679,1787,2024-08-01,23,23,0,2,0,100.0
3680,1787,2024-09-01,22,21,1,4,0,95.45
3681,1787,2024-10-01,20,18,1,1,1,90.0
3682,1787,2024-11-01,22,20,2,2,0,90.91
3683,1790,2024-06-01,21,21,0,0,0,100.0
3684,1790,2024-07-01,23,23,0,3,0,100.0
3685,1790,2024-08-01,23,21,2,4,0,91.3
3686,1790,2024-09-01,20,20,0,1,0,100.0
3687,1790,2024-10-01,22,22,0,1,0,100.0
3688,1790,2024-11-01,22,21,1,3,0,95.45
3689,1792,2024-06-01,22,20,2,1,0,90.91
3690,1792,2024-07-01,21,20,1,3,0,95.24
3691,1792,2024-08-01,22,19,2,4,1,86.36
3692,1792,2024-09-01,22,21,1,2,0,95.45
3693,1792,2024-10-01,21,19,0,2,2,90.48
3694,1792,2024-11-01,23,22,1,4,0,95.65
3695,1793,2024-06-01,23,16,7,0,0,69.57
3696,1793,2024-07-01,21,21,0,1,0,100.0
3697,1793,2024-08-01,21,20,0,4,1,95.24
3698,1793,2024-09-01,23,21,1,2,1,91.3
3699,1793,2024-10-01,23,22,0,3,1,95.65
3700,1793,2024-11-01,23,22,0,2,1,95.65
3701,1795,2024-06-01,20,18,0,0,2,90.0
3702,1795,2024-07-01,23,21,1,0,1,91.3
3703,1795,2024-08-01,21,21,0,0,0,100.0
3704,1795,2024-09-01,23,22,0,2,1,95.65
3705,1795,2024-10-01,21,19,1,2,1,90.48
3706,1795,2024-11-01,21,20,1,0,0,95.24
3707,1796,2024-06-01,20,18,2,2,0,90.0
3708,1796,2024-07-01,20,19,0,0,1,95.0
3709,1796,2024-08-01,21,21,0,3,0,100.0
3710,1796,2024-09-01,20,18,2,4,0,90.0
3711,1796,2024-10-01,21,20,1,4,0,95.24
3712,1796,2024-11-01,23,23,0,2,0,100.0
3713,1797,2024-06-01,23,23,0,0,0,100.0
3714,1797,2024-07-01,20,19,0,0,1,95.0
3715,1797,2024-08-01,22,18,3,2,1,81.82
3716,1797,2024-09-01,22,21,0,0,1,95.45
3717,1797,2024-10-01,21,19,1,1,1,90.48
3718,1797,2024-11-01,21,21,0,4,0,100.0
3719,1799,2024-06-01,22,22,0,0,0,100.0
3720,1799,2024-07-01,21,19,2,2,0,90.48
3721,1799,2024-08-01,22,21,0,4,1,95.45
3722,1799,2024-09-01,22,22,0,0,0,100.0
3723,1799,2024-10-01,23,22,0,2,1,95.65
3724,1799,2024-11-01,21,21,0,4,0,100.0
3725,1800,2024-06-01,20,19,1,1,0,95.0
3726,1800,2024-07-01,21,19,2,1,0,90.48
3727,1800,2024-08-01,22,22,0,0,0,100.0
3728,1800,2024-09-01,22,20,0,4,2,90.91
3729,1800,2024-10-01,20,20,0,3,0,100.0
3730,1800,2024-11-01,22,15,7,0,0,68.18
3731,1801,2024-06-01,20,19,0,4,1,95.0
3732,1801,2024-07-01,23,22,1,0,0,95.65
3733,1801,2024-08-01,23,23,0,0,0,100.0
3734,1801,2024-09-01,22,21,0,0,1,95.45
3735,1801,2024-10-01,21,19,0,4,2,90.48
3736,1801,2024-11-01,23,23,0,1,0,100.0
3737,1803,2024-06-01,20,20,0,1,0,100.0
3738,1803,2024-07-01,22,20,0,3,2,90.91
3739,1803,2024-08-01,23,23,0,0,0,100.0
3740,1803,2024-09-01,21,20,1,0,0,95.24
3741,1803,2024-10-01,22,21,0,0,1,95.45
3742,1803,2024-11-01,23,18,4,0,1,78.26
3743,1804,2024-06-01,21,14,6,4,1,66.67
3744,1804,2024-07-01,22,21,0,1,1,95.45
3745,1804,2024-08-01,21,21,0,3,0,100.0
3746,1804,2024-09-01,22,22,0,1,0,100.0
3747,1804,2024-10-01,22,20,2,3,0,90.91
3748,1804,2024-11-01,22,16,5,0,1,72.73
3749,1806,2024-06-01,20,19,0,2,1,95.0
3750,1806,2024-07-01,23,23,0,2,0,100.0
3751,1806,2024-08-01,22,22,0,3,0,100.0
3752,1806,2024-09-01,23,23,0,2,0,100.0
3753,1806,2024-10-01,23,22,1,3,0,95.65
3754,1806,2024-11-01,21,14,7,3,0,66.67
3755,1807,2024-06-01,21,19,0,4,2,90.48
3756,1807,2024-07-01,22,22,0,3,0,100.0
3757,1807,2024-08-01,23,23,0,4,0,100.0
3758,1807,2024-09-01,23,21,0,3,2,91.3
3759,1807,2024-10-01,21,19,1,2,1,90.48
3760,1807,2024-11-01,22,22,0,0,0,100.0
3761,1809,2024-06-01,21,21,0,2,0,100.0
3762,1809,2024-07-01,21,21,0,2,0,100.0
3763,1809,2024-08-01,21,21,0,1,0,100.0
3764,1809,2024-09-01,20,19,0,4,1,95.0
3765,1809,2024-10-01,23,20,3,4,0,86.96
3766,1809,2024-11-01,23,22,0,0,1,95.65
3767,1810,2024-06-01,23,23,0,1,0,100.0
3768,1810,2024-07-01,22,22,0,4,0,100.0
3769,1810,2024-08-01,21,19,1,1,1,90.48
3770,1810,2024-09-01,21,21,0,4,0,100.0
3771,1810,2024-10-01,22,20,2,4,0,90.91
3772,1810,2024-11-01,21,19,1,0,1,90.48
3773,1811,2024-07-01,23,22,1,4,0,95.65
3774,1811,2024-08-01,21,21,0,1,0,100.0
3775,1811,2024-09-01,22,20,0,4,2,90.91
3776,1811,2024-10-01,23,22,0,3,1,95.65
3777,1811,2024-11-01,20,18,2,4,0,90.0
3778,1812,2024-06-01,23,22,0,4,1,95.65
3779,1812,2024-07-01,21,19,1,4,1,90.48
3780,1812,2024-08-01,20,20,0,3,0,100.0
3781,1812,2024-09-01,22,21,0,1,1,95.45
3782,1812,2024-10-01,23,21,0,2,2,91.3
3783,1812,2024-11-01,20,20,0,4,0,100.0
3784,1813,2024-06-01,22,20,2,3,0,90.91
3785,1813,2024-07-01,22,21,0,1,1,95.45
3786,1813,2024-08-01,20,18,1,2,1,90.0
3787,1813,2024-09-01,20,20,0,3,0,100.0
3788,1813,2024-10-01,20,20,0,4,0,100.0
3789,1813,2024-11-01,23,21,2,2,0,91.3
3790,1814,2024-06-01,21,19,1,2,1,90.48
3791,1814,2024-07-01,21,21,0,4,0,100.0
3792,1814,2024-08-01,20,19,0,0,1,95.0
3793,1814,2024-09-01,21,19,0,2,2,90.48
3794,1814,2024-10-01,20,18,0,3,2,90.0
3795,1814,2024-11-01,22,20,1,3,1,90.91
3796,1815,2024-06-01,22,20,0,1,2,90.91
3797,1815,2024-07-01,23,21,2,3,0,91.3
3798,1815,2024-08-01,20,20,0,1,0,100.0
3799,1815,2024-09-01,21,21,0,1,0,100.0
3800,1815,2024-10-01,22,15,7,0,0,68.18
3801,1815,2024-11-01,21,17,3,4,1,80.95
3802,1816,2024-06-01,20,18,0,3,2,90.0
3803,1816,2024-07-01,22,20,1,1,1,90.91
3804,1816,2024-08-01,22,21,1,2,0,95.45
3805,1816,2024-09-01,22,21,1,1,0,95.45
3806,1816,2024-10-01,22,20,0,4,2,90.91
3807,1816,2024-11-01,22,21,1,1,0,95.45
3808,1817,2024-06-01,21,20,1,1,0,95.24
3809,1817,2024-07-01,22,20,1,2,1,90.91
3810,1817,2024-08-01,22,21,1,1,0,95.45
3811,1817,2024-09-01,20,18,0,3,2,90.0
3812,1817,2024-10-01,21,19,2,1,0,90.48
3813,1817,2024-11-01,23,23,0,2,0,100.0
3814,1818,2024-07-01,21,19,1,1,1,90.48
3815,1818,2024-08-01,21,21,0,0,0,100.0
3816,1818,2024-09-01,23,21,1,2,1,91.3
3817,1818,2024-10-01,23,23,0,4,0,100.0
3818,1818,2024-11-01,22,22,0,3,0,100.0
3819,1819,2024-06-01,21,16,3,3,2,76.19
3820,1819,2024-07-01,23,21,0,3,2,91.3
3821,1819,2024-08-01,21,20,1,1,0,95.24
3822,1819,2024-09-01,20,19,1,4,0,95.0
3823,1819,2024-10-01,23,23,0,3,0,100.0
3824,1819,2024-11-01,23,21,1,2,1,91.3
3825,1821,2024-06-01,22,22,0,1,0,100.0
3826,1821,2024-07-01,20,18,1,2,1,90.0
3827,1821,2024-08-01,22,20,0,3,2,90.91
3828,1821,2024-09-01,23,22,1,3,0,95.65
3829,1821,2024-10-01,22,22,0,1,0,100.0
3830,1821,2024-11-01,22,21,0,4,1,95.45
3831,1822,2024-06-01,21,20,1,1,0,95.24
3832,1822,2024-07-01,22,22,0,4,0,100.0
3833,1822,2024-08-01,22,20,0,3,2,90.91
3834,1822,2024-09-01,22,22,0,3,0,100.0
3835,1822,2024-10-01,20,18,1,0,1,90.0
3836,1822,2024-11-01,23,23,0,1,0,100.0
3837,1823,2024-07-01,22,21,0,0,1,95.45
3838,1823,2024-08-01,20,19,0,2,1,95.0
3839,1823,2024-09-01,21,20,0,0,1,95.24
3840,1823,2024-10-01,21,19,0,1,2,90.48
3841,1823,2024-11-01,20,18,2,0,0,90.0
3842,1824,2024-06-01,21,19,0,1,2,90.48
3843,1824,2024-07-01,22,22,0,4,0,100.0
3844,1824,2024-08-01,22,22,0,1,0,100.0
3845,1824,2024-09-01,21,21,0,2,0,100.0
3846,1824,2024-10-01,20,18,0,3,2,90.0
3847,1824,2024-11-01,20,19,1,1,0,95.0
3848,1825,2024-06-01,23,22,0,3,1,95.65
3849,1825,2024-07-01,20,18,2,3,0,90.0
3850,1825,2024-08-01,20,19,0,0,1,95.0
3851,1825,2024-09-01,23,22,1,0,0,95.65
3852,1825,2024-10-01,21,19,1,0,1,90.48
3853,1825,2024-11-01,20,18,1,0,1,90.0
3854,1827,2024-06-01,23,22,1,4,0,95.65
3855,1827,2024-07-01,21,21,0,1,0,100.0
3856,1827,2024-08-01,21,20,1,2,0,95.24
3857,1827,2024-09-01,22,21,0,0,1,95.45
3858,1827,2024-10-01,20,19,1,2,0,95.0
3859,1827,2024-11-01,20,18,0,4,2,90.0
3860,1828,2024-08-01,21,20,0,4,1,95.24
3861,1828,2024-09-01,21,19,2,3,0,90.48
3862,1828,2024-10-01,21,19,0,4,2,90.48
3863,1828,2024-11-01,23,21,1,3,1,91.3
3864,1829,2024-06-01,20,19,0,2,1,95.0
3865,1829,2024-07-01,22,20,0,2,2,90.91
3866,1829,2024-08-01,23,16,7,0,0,69.57
3867,1829,2024-09-01,22,20,0,3,2,90.91
3868,1829,2024-10-01,22,22,0,1,0,100.0
3869,1829,2024-11-01,22,20,0,2,2,90.91
3870,1830,2024-06-01,21,14,6,2,1,66.67
3871,1830,2024-07-01,23,21,1,2,1,91.3
3872,1830,2024-08-01,20,20,0,0,0,100.0
3873,1830,2024-09-01,23,22,1,2,0,95.65
3874,1830,2024-10-01,23,21,2,1,0,91.3
3875,1830,2024-11-01,23,20,3,4,0,86.96
3876,1831,2024-06-01,21,19,2,0,0,90.48
3877,1831,2024-07-01,20,18,0,4,2,90.0
3878,1831,2024-08-01,20,20,0,4,0,100.0
3879,1831,2024-09-01,20,20,0,3,0,100.0
3880,1831,2024-10-01,20,18,1,2,1,90.0
3881,1831,2024-11-01,22,22,0,1,0,100.0
3882,1832,2024-06-01,22,22,0,0,0,100.0
3883,1832,2024-07-01,22,19,3,4,0,86.36
3884,1832,2024-08-01,22,20,0,1,2,90.91
3885,1832,2024-09-01,23,21,0,1,2,91.3
3886,1832,2024-10-01,20,19,1,2,0,95.0
3887,1832,2024-11-01,23,23,0,0,0,100.0
3888,1833,2024-06-01,23,22,0,0,1,95.65
3889,1833,2024-07-01,22,21,1,1,0,95.45
3890,1833,2024-08-01,21,20,0,4,1,95.24
3891,1833,2024-09-01,21,16,3,1,2,76.19
3892,1833,2024-10-01,22,20,2,0,0,90.91
3893,1833,2024-11-01,23,22,0,0,1,95.65
3894,1834,2024-06-01,20,19,0,1,1,95.0
3895,1834,2024-07-01,20,20,0,1,0,100.0
3896,1834,2024-08-01,23,22,0,1,1,95.65
3897,1834,2024-09-01,21,19,1,0,1,90.48
3898,1834,2024-10-01,22,20,1,4,1,90.91
3899,1834,2024-11-01,22,19,2,2,1,86.36
3900,1835,2024-06-01,23,22,1,1,0,95.65
3901,1835,2024-07-01,23,21,0,0,2,91.3
3902,1835,2024-08-01,20,18,2,0,0,90.0
3903,1835,2024-09-01,20,18,2,2,0,90.0
3904,1835,2024-10-01,22,20,0,3,2,90.91
3905,1835,2024-11-01,20,19,1,3,0,95.0
3906,1836,2024-06-01,23,21,1,3,1,91.3
3907,1836,2024-07-01,21,20,0,4,1,95.24
3908,1836,2024-08-01,23,22,1,1,0,95.65
3909,1836,2024-09-01,23,22,1,1,0,95.65
3910,1836,2024-10-01,20,20,0,0,0,100.0
3911,1836,2024-11-01,23,21,1,1,1,91.3
3912,1837,2024-06-01,23,22,0,1,1,95.65
3913,1837,2024-07-01,23,23,0,4,0,100.0
3914,1837,2024-08-01,20,19,1,3,0,95.0
3915,1837,2024-09-01,22,21,0,3,1,95.45
3916,1837,2024-10-01,20,18,0,3,2,90.0
3917,1837,2024-11-01,22,20,0,1,2,90.91
3918,1838,2024-07-01,21,18,1,1,2,85.71
3919,1838,2024-08-01,21,20,0,1,1,95.24
3920,1838,2024-09-01,20,19,1,2,0,95.0
3921,1838,2024-10-01,22,21,0,0,1,95.45
3922,1838,2024-11-01,22,22,0,0,0,100.0
3923,1839,2024-08-01,22,20,1,0,1,90.91
3924,1839,2024-09-01,23,23,0,3,0,100.0
3925,1839,2024-10-01,22,21,1,0,0,95.45
3926,1839,2024-11-01,20,19,0,0,1,95.0
3927,1840,2024-06-01,22,21,0,1,1,95.45
3928,1840,2024-07-01,20,20,0,3,0,100.0
3929,1840,2024-08-01,20,18,0,0,2,90.0
3930,1840,2024-09-01,22,22,0,4,0,100.0
3931,1840,2024-10-01,20,20,0,4,0,100.0
3932,1840,2024-11-01,20,20,0,1,0,100.0
3933,1841,2024-06-01,20,20,0,4,0,100.0
3934,1841,2024-07-01,23,23,0,3,0,100.0
3935,1841,2024-08-01,23,22,0,1,1,95.65
3936,1841,2024-09-01,22,20,0,3,2,90.91
3937,1841,2024-10-01,20,19,0,0,1,95.0
3938,1841,2024-11-01,20,18,1,2,1,90.0
3939,1842,2024-06-01,20,18,1,2,1,90.0
3940,1842,2024-07-01,20,19,0,1,1,95.0
3941,1842,2024-08-01,20,20,0,4,0,100.0
3942,1842,2024-09-01,22,22,0,0,0,100.0
3943,1842,2024-10-01,23,21,0,3,2,91.3
3944,1842,2024-11-01,21,19,0,3,2,90.48
3945,1843,2024-06-01,21,21,0,2,0,100.0
3946,1843,2024-07-01,22,21,1,1,0,95.45
3947,1843,2024-08-01,21,20,0,0,1,95.24
3948,1843,2024-09-01,23,21,2,1,0,91.3
3949,1843,2024-10-01,20,19,0,1,1,95.0
3950,1843,2024-11-01,23,22,0,3,1,95.65
3951,1844,2024-06-01,20,20,0,4,0,100.0
3952,1844,2024-07-01,21,14,7,4,0,66.67
3953,1844,2024-08-01,23,23,0,0,0,100.0
3954,1844,2024-09-01,22,21,1,0,0,95.45
3955,1844,2024-10-01,20,17,1,2,2,85.0
3956,1844,2024-11-01,20,20,0,4,0,100.0
3957,1845,2024-06-01,21,19,0,4,2,90.48
3958,1845,2024-07-01,23,22,0,0,1,95.65
3959,1845,2024-08-01,22,20,2,4,0,90.91
3960,1845,2024-09-01,20,18,1,0,1,90.0
3961,1845,2024-10-01,21,20,0,1,1,95.24
3962,1845,2024-11-01,23,23,0,0,0,100.0
3963,1846,2024-06-01,22,20,0,3,2,90.91
3964,1846,2024-07-01,20,18,0,0,2,90.0
3965,1846,2024-08-01,21,20,0,1,1,95.24
3966,1846,2024-09-01,20,18,0,4,2,90.0
3967,1846,2024-10-01,21,21,0,3,0,100.0
3968,1846,2024-11-01,21,15,6,1,0,71.43
3969,1847,2024-06-01,21,19,0,3,2,90.48
3970,1847,2024-07-01,22,22,0,3,0,100.0
3971,1847,2024-08-01,22,20,0,2,2,90.91
3972,1847,2024-09-01,20,13,6,2,1,65.0
3973,1847,2024-10-01,21,17,3,4,1,80.95
3974,1847,2024-11-01,22,22,0,3,0,100.0
3975,1848,2024-06-01,22,20,2,1,0,90.91
3976,1848,2024-07-01,21,19,0,2,2,90.48
3977,1848,2024-08-01,22,20,2,2,0,90.91
3978,1848,2024-09-01,22,20,0,2,2,90.91
3979,1848,2024-10-01,21,20,1,2,0,95.24
3980,1848,2024-11-01,20,19,0,1,1,95.0
3981,1849,2024-06-01,21,20,0,3,1,95.24
3982,1849,2024-07-01,20,18,2,1,0,90.0
3983,1849,2024-08-01,20,20,0,1,0,100.0
3984,1849,2024-09-01,20,16,3,1,1,80.0
3985,1849,2024-10-01,21,20,0,4,1,95.24
3986,1849,2024-11-01,20,18,2,1,0,90.0
3987,1850,2024-06-01,22,22,0,1,0,100.0
3988,1850,2024-07-01,20,20,0,4,0,100.0
3989,1850,2024-08-01,20,18,2,0,0,90.0
3990,1850,2024-09-01,23,23,0,1,0,100.0
3991,1850,2024-10-01,20,20,0,4,0,100.0
3992,1850,2024-11-01,20,18,0,3,2,90.0
3993,1851,2024-06-01,20,18,2,4,0,90.0
3994,1851,2024-07-01,23,21,0,4,2,91.3
3995,1851,2024-08-01,20,19,1,1,0,95.0
3996,1851,2024-09-01,22,20,0,3,2,90.91
3997,1851,2024-10-01,21,21,0,4,0,100.0
3998,1851,2024-11-01,20,18,0,3,2,90.0
3999,1853,2024-06-01,23,21,1,4,1,91.3
4000,1853,2024-07-01,20,18,1,4,1,90.0
4001,1853,2024-08-01,20,19,0,2,1,95.0
4002,1853,2024-09-01,22,22,0,2,0,100.0
4003,1853,2024-10-01,23,22,1,4,0,95.65
4004,1853,2024-11-01,21,20,1,1,0,95.24
4005,1855,2024-06-01,20,19,0,1,1,95.0
4006,1855,2024-07-01,21,19,1,4,1,90.48
4007,1855,2024-08-01,20,19,0,4,1,95.0
4008,1855,2024-09-01,21,21,0,4,0,100.0
4009,1855,2024-10-01,20,18,1,2,1,90.0
4010,1855,2024-11-01,23,21,0,0,2,91.3
4011,1856,2024-06-01,22,18,3,4,1,81.82
4012,1856,2024-07-01,22,21,0,1,1,95.45
4013,1856,2024-08-01,23,23,0,1,0,100.0
4014,1856,2024-09-01,23,22,0,3,1,95.65
4015,1856,2024-10-01,20,20,0,3,0,100.0
4016,1856,2024-11-01,22,20,1,3,1,90.91
4017,1857,2024-06-01,20,19,0,3,1,95.0
4018,1857,2024-07-01,23,21,1,4,1,91.3
4019,1857,2024-08-01,20,18,0,2,2,90.0
4020,1857,2024-09-01,23,22,1,3,0,95.65
4021,1857,2024-10-01,20,20,0,1,0,100.0
4022,1857,2024-11-01,21,20,0,3,1,95.24
4023,1859,2024-06-01,20,19,0,2,1,95.0
4024,1859,2024-07-01,22,20,1,0,1,90.91
4025,1859,2024-08-01,22,21,1,2,0,95.45
4026,1859,2024-09-01,22,20,0,3,2,90.91
4027,1859,2024-10-01,20,19,0,2,1,95.0
4028,1859,2024-11-01,23,22,0,4,1,95.65
4029,1860,2024-06-01,21,21,0,4,0,100.0
4030,1860,2024-07-01,20,18,0,3,2,90.0
4031,1860,2024-08-01,21,21,0,3,0,100.0
4032,1860,2024-09-01,22,20,2,3,0,90.91
4033,1860,2024-10-01,23,22,0,1,1,95.65
4034,1860,2024-11-01,21,21,0,3,0,100.0
4035,1861,2024-06-01,20,19,1,0,0,95.0
4036,1861,2024-07-01,21,20,1,0,0,95.24
4037,1861,2024-08-01,23,21,1,2,1,91.3
4038,1861,2024-09-01,23,23,0,4,0,100.0
4039,1861,2024-10-01,22,21,1,1,0,95.45
4040,1861,2024-11-01,23,21,2,0,0,91.3
4041,1863,2024-06-01,22,21,1,3,0,95.45
4042,1863,2024-07-01,21,21,0,0,0,100.0
4043,1863,2024-08-01,23,21,0,2,2,91.3
4044,1863,2024-09-01,23,21,0,2,2,91.3
4045,1863,2024-10-01,23,23,0,2,0,100.0
4046,1863,2024-11-01,21,18,3,4,0,85.71
4047,1865,2024-06-01,23,21,2,3,0,91.3
4048,1865,2024-07-01,21,19,1,0,1,90.48
4049,1865,2024-08-01,20,18,2,2,0,90.0
4050,1865,2024-09-01,23,22,0,2,1,95.65
4051,1865,2024-10-01,20,20,0,1,0,100.0
4052,1865,2024-11-01,23,18,3,0,2,78.26
4053,1866,2024-06-01,21,19,1,4,1,90.48
4054,1866,2024-07-01,21,19,2,3,0,90.48
4055,1866,2024-08-01,23,22,1,4,0,95.65
4056,1866,2024-09-01,22,21,0,0,1,95.45
4057,1866,2024-10-01,23,23,0,2,0,100.0
4058,1866,2024-11-01,23,22,0,2,1,95.65
4059,1867,2024-06-01,23,21,1,1,1,91.3
4060,1867,2024-07-01,23,21,0,3,2,91.3
4061,1867,2024-08-01,21,19,0,4,2,90.48
4062,1867,2024-09-01,20,20,0,1,0,100.0
4063,1867,2024-10-01,23,23,0,1,0,100.0
4064,1867,2024-11-01,20,19,1,1,0,95.0
4065,1868,2024-06-01,23,21,0,3,2,91.3
4066,1868,2024-07-01,23,23,0,0,0,100.0
4067,1868,2024-08-01,22,21,0,4,1,95.45
4068,1868,2024-09-01,23,22,0,1,1,95.65
4069,1868,2024-10-01,21,19,2,3,0,90.48
4070,1868,2024-11-01,21,19,1,3,1,90.48
4071,1869,2024-06-01,22,21,0,4,1,95.45
4072,1869,2024-07-01,22,19,2,1,1,86.36
4073,1869,2024-08-01,20,18,0,4,2,90.0
4074,1869,2024-09-01,23,21,0,2,2,91.3
4075,1869,2024-10-01,23,23,0,4,0,100.0
4076,1869,2024-11-01,23,21,1,3,1,91.3
4077,1870,2024-07-01,21,19,0,1,2,90.48
4078,1870,2024-08-01,23,21,2,3,0,91.3
4079,1870,2024-09-01,20,18,1,4,1,90.0
4080,1870,2024-10-01,20,18,1,4,1,90.0
4081,1870,2024-11-01,21,20,0,4,1,95.24
4082,1871,2024-06-01,21,19,2,4,0,90.48
4083,1871,2024-07-01,20,20,0,3,0,100.0
