training_id,employee_id,training_name,training_category,training_date,training_score,certification_status
1181,1493,Time Management,Soft Skills,2023-10-12,68.1,In Progress
1182,1493,Presentation Mastery,Soft Skills,2024-03-21,78.5,Certified
1183,1493,Coaching for Managers,Leadership,2025-04-24,76.2,Certified
1184,1494,HR Business Partnering,Leadership,2025-09-20,93.1,Certified
1185,1494,Presentation Mastery,Soft Skills,2025-07-14,80.9,Certified
1186,1494,Cloud Architecture Fundamentals,Technical,2025-09-24,84.5,Certified
1187,1495,Leading Through Change,Leadership,2023-01-10,69.5,In Progress
1188,1495,Effective Communication,Soft Skills,2023-02-19,88.9,Certified
1189,1495,Negotiation Skills,Soft Skills,2025-03-29,87.9,In Progress
1190,1495,Presentation Mastery,Soft Skills,2024-09-07,87.4,Certified
1191,1496,Negotiation Skills,Soft Skills,2025-06-24,83.6,Certified
1192,1496,Data Visualization with BI Tools,Technical,2025-06-03,81.2,Certified
1193,1496,Advanced System Design,Technical,2023-12-24,77.3,Certified
1194,1497,Data Privacy Essentials,Compliance,2023-01-20,77.1,In Progress
1195,1497,Advanced System Design,Technical,2025-09-03,68.1,In Progress
1196,1497,Coaching for Managers,Leadership,2024-01-03,75.4,In Progress
1197,1500,HR Business Partnering,Leadership,2023-02-08,83.3,Certified
1198,1500,Advanced System Design,Technical,2023-10-27,81.8,Certified
1199,1501,HR Business Partnering,Leadership,2023-10-30,76.4,Certified
1200,1501,Leading Through Change,Leadership,2023-12-26,76.5,In Progress
1201,1501,Presentation Mastery,Soft Skills,2025-07-05,85.9,Certified
1202,1502,Workplace Safety,Compliance,2024-03-11,89.2,In Progress
1203,1502,Cloud Architecture Fundamentals,Technical,2023-03-27,87.7,Certified
1204,1502,HR Business Partnering,Leadership,2024-06-27,88.5,Certified
1205,1504,Leading Through Change,Leadership,2023-06-24,99.0,Certified
1206,1504,Effective Communication,Soft Skills,2025-03-22,93.3,Certified
1207,1505,Leading Through Change,Leadership,2024-01-12,74.9,Certified
1208,1505,Cloud Architecture Fundamentals,Technical,2024-09-08,89.3,Certified
1209,1505,Negotiation Skills,Soft Skills,2025-08-20,87.9,Certified
1210,1505,Effective Communication,Soft Skills,2024-03-25,82.8,Certified
1211,1506,Presentation Mastery,Soft Skills,2024-05-07,89.7,Certified
1212,1506,Machine Learning Operations,Technical,2025-05-27,85.7,In Progress
1213,1506,Anti-Bribery & Compliance,Compliance,2025-06-18,83.3,In Progress
1214,1506,HR Business Partnering,Leadership,2025-04-18,69.3,Not Certified
1215,1507,Presentation Mastery,Soft Skills,2024-12-18,75.9,Certified
1216,1507,Machine Learning Operations,Technical,2023-05-05,66.3,Not Certified
1217,1507,Negotiation Skills,Soft Skills,2023-06-16,75.0,Certified
1218,1507,Advanced System Design,Technical,2023-11-11,77.9,Certified
1219,1508,Machine Learning Operations,Technical,2024-01-10,80.1,Certified
1220,1508,Coaching for Managers,Leadership,2023-09-15,92.6,Certified
1221,1508,Data Privacy Essentials,Compliance,2023-07-09,80.6,Certified
1222,1508,HR Business Partnering,Leadership,2025-06-06,78.9,Certified
1223,1508,Negotiation Skills,Soft Skills,2025-06-03,94.2,Certified
1224,1509,Cloud Architecture Fundamentals,Technical,2025-02-24,89.5,Certified
1225,1509,HR Business Partnering,Leadership,2025-03-10,69.4,Not Certified
1226,1510,Effective Communication,Soft Skills,2025-01-04,82.5,Certified
1227,1510,Presentation Mastery,Soft Skills,2025-09-21,93.3,Certified
1228,1510,Leading Through Change,Leadership,2023-01-21,68.2,In Progress
1229,1511,Workplace Safety,Compliance,2025-07-07,74.8,Certified
1230,1511,Negotiation Skills,Soft Skills,2023-08-29,93.4,In Progress
1231,1511,HR Business Partnering,Leadership,2024-10-21,92.5,Certified
1232,1511,Coaching for Managers,Leadership,2024-07-27,72.4,Certified
1233,1512,Time Management,Soft Skills,2025-02-08,71.3,In Progress
1234,1512,Data Privacy Essentials,Compliance,2024-05-04,77.8,Certified
1235,1512,Anti-Bribery & Compliance,Compliance,2024-03-04,72.9,In Progress
1236,1513,Presentation Mastery,Soft Skills,2024-06-27,88.9,In Progress
1237,1513,Workplace Safety,Compliance,2023-12-26,87.8,Certified
1238,1513,Anti-Bribery & Compliance,Compliance,2024-07-30,83.7,Certified
1239,1513,Data Visualization with BI Tools,Technical,2024-03-09,90.1,Certified
1240,1514,Data Privacy Essentials,Compliance,2023-11-10,87.8,In Progress
1241,1515,Time Management,Soft Skills,2025-02-10,70.8,In Progress
1242,1515,Anti-Bribery & Compliance,Compliance,2024-12-09,87.1,Certified
1243,1516,Workplace Safety,Compliance,2025-05-08,84.8,In Progress
1244,1516,Machine Learning Operations,Technical,2023-05-10,89.1,Certified
1245,1516,Presentation Mastery,Soft Skills,2023-04-26,75.6,Certified
1246,1517,Presentation Mastery,Soft Skills,2025-05-15,91.8,In Progress
1247,1517,Workplace Safety,Compliance,2024-03-06,83.3,Certified
1248,1518,Anti-Bribery & Compliance,Compliance,2024-10-05,81.4,Certified
1249,1518,Leading Through Change,Leadership,2025-03-26,73.8,Certified
1250,1518,Workplace Safety,Compliance,2024-05-11,90.2,In Progress
1251,1518,Machine Learning Operations,Technical,2025-03-14,88.5,Certified
1252,1519,Anti-Bribery & Compliance,Compliance,2023-02-04,84.0,Certified
1253,1519,Machine Learning Operations,Technical,2025-08-25,76.6,In Progress
1254,1520,Cloud Architecture Fundamentals,Technical,2024-01-13,88.9,Certified
1255,1520,Leading Through Change,Leadership,2023-02-06,88.0,Certified
1256,1520,Effective Communication,Soft Skills,2024-04-14,80.6,Certified
1257,1520,Advanced System Design,Technical,2024-10-07,83.6,In Progress
1258,1520,Machine Learning Operations,Technical,2024-05-17,78.1,Certified
1259,1521,HR Business Partnering,Leadership,2023-12-11,91.2,Certified
1260,1522,Effective Communication,Soft Skills,2024-02-04,77.9,In Progress
1261,1522,Negotiation Skills,Soft Skills,2023-08-04,99.0,In Progress
1262,1522,Time Management,Soft Skills,2025-04-27,75.3,Certified
1263,1523,HR Business Partnering,Leadership,2023-01-28,99.0,Certified
1264,1523,Cloud Architecture Fundamentals,Technical,2025-09-01,82.4,Certified
1265,1524,Advanced System Design,Technical,2023-05-14,80.1,In Progress
1266,1525,Effective Communication,Soft Skills,2024-05-01,77.6,Certified
1267,1525,Presentation Mastery,Soft Skills,2023-03-03,76.5,In Progress
1268,1526,Data Privacy Essentials,Compliance,2023-01-24,86.6,In Progress
1269,1526,Workplace Safety,Compliance,2025-03-17,83.7,Certified
1270,1526,HR Business Partnering,Leadership,2025-03-07,99.0,Certified
1271,1526,Cloud Architecture Fundamentals,Technical,2023-09-28,70.2,Certified
1272,1526,Coaching for Managers,Leadership,2024-10-18,84.7,Certified
1273,1527,Workplace Safety,Compliance,2025-04-01,99.0,In Progress
1274,1527,Time Management,Soft Skills,2024-03-18,87.8,Certified
1275,1527,HR Business Partnering,Leadership,2024-11-28,76.4,In Progress
1276,1527,Data Visualization with BI Tools,Technical,2023-05-23,89.2,Certified
1277,1527,Leading Through Change,Leadership,2024-07-31,81.3,Certified
1278,1528,Workplace Safety,Compliance,2023-01-23,85.7,Certified
1279,1528,Machine Learning Operations,Technical,2023-12-18,89.4,Certified
1280,1528,Coaching for Managers,Leadership,2023-12-19,72.3,Certified
1281,1528,Data Visualization with BI Tools,Technical,2023-12-24,89.7,Certified
1282,1528,Effective Communication,Soft Skills,2024-09-19,83.8,In Progress
1283,1529,Advanced System Design,Technical,2024-05-04,78.9,Certified
1284,1529,Anti-Bribery & Compliance,Compliance,2023-01-22,78.9,Certified
1285,1530,Data Visualization with BI Tools,Technical,2023-05-25,82.4,Certified
1286,1530,Presentation Mastery,Soft Skills,2025-08-27,68.7,Not Certified
1287,1531,HR Business Partnering,Leadership,2024-09-30,70.7,Certified
1288,1531,Data Visualization with BI Tools,Technical,2023-04-11,76.3,Certified
1289,1531,Cloud Architecture Fundamentals,Technical,2024-11-19,78.7,In Progress
1290,1531,Coaching for Managers,Leadership,2025-07-18,80.9,Certified
1291,1532,Machine Learning Operations,Technical,2024-03-06,78.4,Certified
1292,1532,Presentation Mastery,Soft Skills,2023-02-10,72.2,Certified
1293,1532,Negotiation Skills,Soft Skills,2024-07-20,82.4,Certified
1294,1533,Workplace Safety,Compliance,2024-03-21,99.0,Certified
1295,1533,Machine Learning Operations,Technical,2025-09-27,91.2,Certified
1296,1535,Time Management,Soft Skills,2025-04-26,76.6,Certified
1297,1536,Presentation Mastery,Soft Skills,2024-09-09,99.0,Certified
1298,1537,Coaching for Managers,Leadership,2023-06-07,69.4,In Progress
1299,1537,Negotiation Skills,Soft Skills,2025-04-26,86.0,Certified
1300,1537,Presentation Mastery,Soft Skills,2024-07-25,99.0,Certified
1301,1537,Time Management,Soft Skills,2025-06-20,76.2,Certified
1302,1537,Workplace Safety,Compliance,2025-06-26,70.6,Certified
1303,1538,Data Privacy Essentials,Compliance,2023-09-05,80.2,In Progress
1304,1539,Data Privacy Essentials,Compliance,2023-02-24,87.7,Certified
1305,1539,Negotiation Skills,Soft Skills,2025-06-14,81.9,Certified
1306,1540,Time Management,Soft Skills,2024-04-09,80.9,Certified
1307,1540,Cloud Architecture Fundamentals,Technical,2023-06-12,68.9,In Progress
1308,1541,Presentation Mastery,Soft Skills,2023-07-22,75.3,Certified
1309,1541,Leading Through Change,Leadership,2023-10-12,86.7,Certified
1310,1542,Negotiation Skills,Soft Skills,2024-12-08,89.3,Certified
1311,1542,Presentation Mastery,Soft Skills,2025-02-19,74.2,In Progress
1312,1542,HR Business Partnering,Leadership,2024-08-26,83.7,In Progress
1313,1542,Time Management,Soft Skills,2025-05-31,91.8,Certified
1314,1543,Time Management,Soft Skills,2024-03-29,73.4,In Progress
1315,1543,Cloud Architecture Fundamentals,Technical,2024-05-24,86.7,Certified
1316,1543,Data Privacy Essentials,Compliance,2025-07-30,90.0,In Progress
1317,1544,Advanced System Design,Technical,2024-09-03,70.3,Certified
1318,1544,HR Business Partnering,Leadership,2025-06-05,86.4,In Progress
1319,1544,Presentation Mastery,Soft Skills,2023-07-07,71.7,Certified
1320,1545,HR Business Partnering,Leadership,2023-08-14,72.2,In Progress
1321,1545,Machine Learning Operations,Technical,2023-01-19,90.6,Certified
1322,1545,Effective Communication,Soft Skills,2023-01-21,86.3,Certified
1323,1545,Leading Through Change,Leadership,2024-04-16,80.9,Certified
1324,1546,Workplace Safety,Compliance,2023-09-13,94.4,Certified
1325,1546,Machine Learning Operations,Technical,2025-08-06,83.4,Certified
1326,1546,Cloud Architecture Fundamentals,Technical,2024-03-08,76.1,Certified
1327,1546,Presentation Mastery,Soft Skills,2023-10-26,75.5,Certified
1328,1547,Data Visualization with BI Tools,Technical,2023-01-31,89.4,Certified
1329,1547,Time Management,Soft Skills,2025-07-13,86.8,Certified
1330,1547,Leading Through Change,Leadership,2024-11-08,84.6,Certified
1331,1549,Effective Communication,Soft Skills,2025-09-04,76.1,Certified
1332,1549,Leading Through Change,Leadership,2025-04-12,88.3,Certified
1333,1549,Data Privacy Essentials,Compliance,2025-01-11,82.5,Certified
1334,1549,HR Business Partnering,Leadership,2024-11-11,84.7,Certified
1335,1550,HR Business Partnering,Leadership,2024-02-29,98.4,Certified
1336,1550,Workplace Safety,Compliance,2025-04-01,92.8,Certified
1337,1550,Data Visualization with BI Tools,Technical,2025-08-24,76.2,Certified
1338,1551,Effective Communication,Soft Skills,2023-08-07,82.0,In Progress
1339,1552,Data Visualization with BI Tools,Technical,2023-03-27,70.7,Certified
1340,1552,Workplace Safety,Compliance,2023-04-11,83.3,Certified
1341,1553,HR Business Partnering,Leadership,2025-07-30,79.3,Certified
1342,1553,Workplace Safety,Compliance,2025-08-30,83.6,Certified
1343,1553,Cloud Architecture Fundamentals,Technical,2023-01-01,79.4,Certified
1344,1554,Data Visualization with BI Tools,Technical,2023-12-09,65.2,In Progress
1345,1554,Data Privacy Essentials,Compliance,2025-08-06,80.5,In Progress
1346,1555,Cloud Architecture Fundamentals,Technical,2025-05-25,94.2,Certified
1347,1555,Negotiation Skills,Soft Skills,2023-12-16,98.9,Certified
1348,1556,Advanced System Design,Technical,2023-03-27,92.0,In Progress
1349,1556,HR Business Partnering,Leadership,2025-03-16,91.4,Certified
1350,1558,Advanced System Design,Technical,2025-02-03,86.0,Certified
1351,1558,Machine Learning Operations,Technical,2024-08-08,82.1,Certified
1352,1559,Workplace Safety,Compliance,2024-02-20,85.0,In Progress
1353,1559,Negotiation Skills,Soft Skills,2025-03-26,77.8,Certified
1354,1559,Coaching for Managers,Leadership,2024-05-11,78.9,In Progress
1355,1559,Advanced System Design,Technical,2023-09-20,75.5,Certified
1356,1559,Cloud Architecture Fundamentals,Technical,2024-01-21,76.8,Certified
1357,1560,Anti-Bribery & Compliance,Compliance,2023-07-03,73.0,Certified
1358,1561,Presentation Mastery,Soft Skills,2024-02-01,94.3,Certified
1359,1561,HR Business Partnering,Leadership,2025-02-14,76.7,In Progress
1360,1562,Effective Communication,Soft Skills,2023-12-12,78.6,In Progress
1361,1563,Machine Learning Operations,Technical,2023-11-04,72.6,Certified
1362,1563,Effective Communication,Soft Skills,2024-01-27,82.1,Certified
1363,1563,Data Privacy Essentials,Compliance,2025-08-27,99.0,Certified
1364,1563,Cloud Architecture Fundamentals,Technical,2024-08-04,89.1,Certified
1365,1564,Time Management,Soft Skills,2024-02-16,76.3,Certified
1366,1564,Leading Through Change,Leadership,2025-01-25,89.4,In Progress
1367,1565,Presentation Mastery,Soft Skills,2023-04-04,86.8,Certified
1368,1565,Leading Through Change,Leadership,2025-07-16,77.9,Certified
1369,1566,Effective Communication,Soft Skills,2024-06-26,81.9,Certified
1370,1566,Cloud Architecture Fundamentals,Technical,2024-12-17,72.7,Certified
1371,1566,Workplace Safety,Compliance,2025-04-18,80.6,Certified
1372,1566,HR Business Partnering,Leadership,2023-08-21,84.0,Certified
1373,1566,Time Management,Soft Skills,2025-09-29,73.1,In Progress
1374,1567,Cloud Architecture Fundamentals,Technical,2023-02-14,85.6,In Progress
1375,1567,Coaching for Managers,Leadership,2025-01-13,80.4,In Progress
1376,1567,Data Privacy Essentials,Compliance,2023-10-29,87.9,Certified
1377,1567,HR Business Partnering,Leadership,2024-03-31,92.2,Certified
1378,1568,Negotiation Skills,Soft Skills,2024-03-15,96.1,Certified
1379,1568,Data Privacy Essentials,Compliance,2024-03-12,65.2,Not Certified
1380,1568,Machine Learning Operations,Technical,2024-08-13,78.3,Certified
1381,1568,Anti-Bribery & Compliance,Compliance,2024-09-02,70.2,Certified
1382,1568,Advanced System Design,Technical,2024-02-05,84.1,In Progress
1383,1569,Machine Learning Operations,Technical,2025-03-13,87.8,In Progress
1384,1569,Negotiation Skills,Soft Skills,2023-11-27,83.8,Certified
1385,1571,Coaching for Managers,Leadership,2023-01-06,70.2,Certified
1386,1571,Advanced System Design,Technical,2025-07-23,98.7,In Progress
1387,1571,Machine Learning Operations,Technical,2025-09-24,76.0,Certified
1388,1571,Anti-Bribery & Compliance,Compliance,2024-01-07,83.0,Certified
1389,1572,Machine Learning Operations,Technical,2025-03-29,69.3,In Progress
1390,1572,Data Privacy Essentials,Compliance,2024-03-19,69.2,Not Certified
1391,1573,Cloud Architecture Fundamentals,Technical,2024-07-20,92.8,Certified
1392,1573,Effective Communication,Soft Skills,2023-11-03,89.1,Certified
1393,1575,Machine Learning Operations,Technical,2023-04-24,93.3,Certified
1394,1575,HR Business Partnering,Leadership,2023-06-12,82.8,Certified
1395,1575,Data Visualization with BI Tools,Technical,2024-09-29,77.2,Certified
1396,1576,Data Visualization with BI Tools,Technical,2025-09-03,83.5,In Progress
1397,1576,Presentation Mastery,Soft Skills,2025-03-14,90.4,Certified
1398,1577,Data Privacy Essentials,Compliance,2023-06-24,66.5,Not Certified
1399,1577,Negotiation Skills,Soft Skills,2025-04-07,81.1,Certified
1400,1577,Workplace Safety,Compliance,2024-12-05,79.8,Certified
1401,1578,Time Management,Soft Skills,2023-04-03,69.0,Not Certified
1402,1578,Coaching for Managers,Leadership,2024-11-18,73.6,Certified
1403,1579,Leading Through Change,Leadership,2025-01-30,87.2,Certified
1404,1579,Time Management,Soft Skills,2025-05-30,84.1,Certified
1405,1579,Coaching for Managers,Leadership,2024-05-17,79.9,Certified
1406,1579,Cloud Architecture Fundamentals,Technical,2025-03-22,81.2,Certified
1407,1581,Negotiation Skills,Soft Skills,2025-01-05,79.4,In Progress
1408,1581,Cloud Architecture Fundamentals,Technical,2024-04-13,69.2,Not Certified
1409,1583,Leading Through Change,Leadership,2025-02-10,78.7,In Progress
1410,1583,Workplace Safety,Compliance,2024-03-22,89.3,Certified
1411,1583,Presentation Mastery,Soft Skills,2025-06-15,80.7,In Progress
1412,1583,Time Management,Soft Skills,2024-07-08,77.6,Certified
1413,1583,Machine Learning Operations,Technical,2024-01-31,93.5,Certified
1414,1584,Advanced System Design,Technical,2024-06-09,68.0,In Progress
1415,1584,Cloud Architecture Fundamentals,Technical,2024-09-25,63.8,Not Certified
1416,1584,Leading Through Change,Leadership,2023-07-02,83.4,Certified
1417,1584,Data Visualization with BI Tools,Technical,2025-04-04,79.0,Certified
1418,1586,Advanced System Design,Technical,2023-01-19,87.7,Certified
1419,1586,Coaching for Managers,Leadership,2025-04-19,74.2,In Progress
1420,1587,Negotiation Skills,Soft Skills,2025-07-22,75.3,In Progress
1421,1589,Data Visualization with BI Tools,Technical,2024-03-23,82.7,Certified
1422,1589,Negotiation Skills,Soft Skills,2023-11-27,59.3,In Progress
1423,1589,HR Business Partnering,Leadership,2025-05-22,72.7,Certified
1424,1589,Machine Learning Operations,Technical,2025-09-04,79.6,Certified
1425,1592,Data Visualization with BI Tools,Technical,2023-01-02,87.8,In Progress
1426,1592,Effective Communication,Soft Skills,2025-06-27,67.9,In Progress
1427,1594,Presentation Mastery,Soft Skills,2024-09-30,85.5,Certified
1428,1595,HR Business Partnering,Leadership,2024-10-12,77.1,Certified
1429,1595,Presentation Mastery,Soft Skills,2023-03-01,85.4,Certified
1430,1595,Anti-Bribery & Compliance,Compliance,2024-04-26,75.9,Certified
1431,1595,Workplace Safety,Compliance,2023-06-13,91.2,Certified
1432,1596,Coaching for Managers,Leadership,2023-01-05,82.9,Certified
1433,1596,HR Business Partnering,Leadership,2025-08-01,76.6,Certified
1434,1596,Leading Through Change,Leadership,2025-07-07,69.4,Not Certified
1435,1596,Machine Learning Operations,Technical,2025-07-26,92.3,Certified
1436,1597,HR Business Partnering,Leadership,2025-07-13,68.5,Not Certified
1437,1597,Anti-Bribery & Compliance,Compliance,2023-07-04,68.7,In Progress
1438,1598,Advanced System Design,Technical,2024-06-06,78.4,Certified
1439,1598,Coaching for Managers,Leadership,2024-03-31,85.6,Certified
1440,1599,Leading Through Change,Leadership,2023-07-08,88.1,Certified
1441,1601,Data Privacy Essentials,Compliance,2023-04-30,78.7,Certified
1442,1601,Leading Through Change,Leadership,2023-12-04,89.0,Certified
1443,1601,Machine Learning Operations,Technical,2025-03-31,87.0,Certified
1444,1603,Data Privacy Essentials,Compliance,2023-01-14,89.5,Certified
1445,1603,Anti-Bribery & Compliance,Compliance,2025-06-17,81.2,Certified
1446,1604,HR Business Partnering,Leadership,2024-01-03,78.0,Certified
1447,1604,Machine Learning Operations,Technical,2023-05-11,81.9,Certified
1448,1606,Presentation Mastery,Soft Skills,2024-10-09,67.1,In Progress
1449,1606,Advanced System Design,Technical,2023-03-11,99.0,Certified
1450,1606,Anti-Bribery & Compliance,Compliance,2024-03-14,72.0,Certified
1451,1607,Presentation Mastery,Soft Skills,2024-12-17,83.5,In Progress
1452,1607,Data Visualization with BI Tools,Technical,2025-03-14,77.6,Certified
1453,1607,Time Management,Soft Skills,2024-04-03,83.6,Certified
1454,1608,Anti-Bribery & Compliance,Compliance,2023-02-13,71.8,Certified
1455,1609,Cloud Architecture Fundamentals,Technical,2024-01-20,84.4,Certified
1456,1609,Negotiation Skills,Soft Skills,2024-01-11,86.9,Certified
1457,1609,Leading Through Change,Leadership,2024-03-25,75.0,Certified
1458,1611,Presentation Mastery,Soft Skills,2024-05-03,86.3,Certified
1459,1611,Machine Learning Operations,Technical,2023-05-21,86.3,Certified
1460,1612,Data Privacy Essentials,Compliance,2025-07-04,96.8,Certified
1461,1612,Machine Learning Operations,Technical,2024-03-17,72.5,Certified
1462,1612,Workplace Safety,Compliance,2023-08-01,86.5,Certified
1463,1613,Leading Through Change,Leadership,2024-12-10,72.6,Certified
1464,1613,Negotiation Skills,Soft Skills,2024-01-17,67.6,In Progress
1465,1613,Effective Communication,Soft Skills,2024-01-12,91.7,Certified
1466,1613,Data Visualization with BI Tools,Technical,2025-02-11,79.0,Certified
1467,1613,Machine Learning Operations,Technical,2025-07-27,75.2,Certified
1468,1614,Effective Communication,Soft Skills,2025-03-19,80.1,Certified
1469,1615,Machine Learning Operations,Technical,2025-03-10,74.2,In Progress
1470,1615,Data Privacy Essentials,Compliance,2023-09-03,74.9,Certified
1471,1615,Anti-Bribery & Compliance,Compliance,2023-07-23,95.4,Certified
1472,1617,Presentation Mastery,Soft Skills,2023-09-04,79.9,Certified
1473,1618,Effective Communication,Soft Skills,2023-01-05,82.2,In Progress
1474,1618,Data Privacy Essentials,Compliance,2023-11-29,78.3,Certified
1475,1618,Time Management,Soft Skills,2024-05-22,94.7,Certified
1476,1618,Negotiation Skills,Soft Skills,2023-09-22,84.2,Certified
1477,1620,Data Visualization with BI Tools,Technical,2024-04-23,89.6,Certified
1478,1620,Time Management,Soft Skills,2025-04-11,78.3,Certified
1479,1620,Data Privacy Essentials,Compliance,2025-01-25,77.4,Certified
1480,1620,Coaching for Managers,Leadership,2024-04-20,82.0,Certified
1481,1621,Effective Communication,Soft Skills,2024-02-28,66.5,Not Certified
1482,1621,Data Privacy Essentials,Compliance,2024-01-01,69.8,Not Certified
1483,1623,Anti-Bribery & Compliance,Compliance,2023-07-26,83.0,Certified
1484,1624,Presentation Mastery,Soft Skills,2024-07-31,84.6,Certified
1485,1625,Machine Learning Operations,Technical,2023-10-29,85.1,Certified
1486,1625,Workplace Safety,Compliance,2024-05-26,71.9,In Progress
1487,1627,Leading Through Change,Leadership,2023-01-04,79.2,Certified
1488,1627,Machine Learning Operations,Technical,2025-05-09,74.5,In Progress
1489,1627,Data Privacy Essentials,Compliance,2024-06-01,85.4,Certified
1490,1628,Machine Learning Operations,Technical,2023-01-12,90.2,In Progress
1491,1628,Coaching for Managers,Leadership,2025-05-24,95.8,In Progress
1492,1628,Data Privacy Essentials,Compliance,2025-06-15,83.2,Certified
1493,1629,Anti-Bribery & Compliance,Compliance,2024-01-22,75.2,Certified
1494,1629,Workplace Safety,Compliance,2024-05-30,89.3,Certified
1495,1629,Advanced System Design,Technical,2024-11-24,89.6,Certified
1496,1629,HR Business Partnering,Leadership,2024-09-03,78.4,In Progress
1497,1629,Cloud Architecture Fundamentals,Technical,2024-11-12,89.5,Certified
1498,1630,Time Management,Soft Skills,2023-01-09,90.4,In Progress
1499,1630,Anti-Bribery & Compliance,Compliance,2024-06-27,82.5,Certified
1500,1630,Workplace Safety,Compliance,2023-09-28,84.3,Certified
1501,1631,Advanced System Design,Technical,2023-09-21,88.3,Certified
1502,1631,Workplace Safety,Compliance,2024-07-18,78.2,In Progress
1503,1631,Data Privacy Essentials,Compliance,2025-07-07,64.8,In Progress
1504,1632,Data Visualization with BI Tools,Technical,2025-07-28,73.4,In Progress
1505,1632,Presentation Mastery,Soft Skills,2024-02-01,75.7,Certified
1506,1632,HR Business Partnering,Leadership,2023-07-07,65.4,Not Certified
1507,1632,Coaching for Managers,Leadership,2024-03-08,84.5,Certified
1508,1632,Leading Through Change,Leadership,2025-02-04,83.8,In Progress
1509,1633,HR Business Partnering,Leadership,2024-10-12,91.6,In Progress
1510,1633,Advanced System Design,Technical,2023-08-16,76.9,Certified
1511,1633,Leading Through Change,Leadership,2025-05-12,75.7,Certified
1512,1634,Anti-Bribery & Compliance,Compliance,2024-12-23,74.4,Certified
1513,1634,Data Privacy Essentials,Compliance,2023-05-10,87.2,Certified
1514,1634,Cloud Architecture Fundamentals,Technical,2025-01-22,79.2,In Progress
1515,1635,Data Privacy Essentials,Compliance,2025-03-16,78.0,Certified
1516,1635,Presentation Mastery,Soft Skills,2024-05-13,98.5,Certified
1517,1635,Anti-Bribery & Compliance,Compliance,2024-10-08,71.0,Certified
1518,1635,Advanced System Design,Technical,2023-07-25,79.1,In Progress
1519,1636,HR Business Partnering,Leadership,2023-05-21,88.4,In Progress
1520,1636,Cloud Architecture Fundamentals,Technical,2024-05-07,72.0,Certified
1521,1636,Machine Learning Operations,Technical,2023-09-10,76.7,Certified
1522,1637,Machine Learning Operations,Technical,2025-09-26,78.4,In Progress
1523,1638,Anti-Bribery & Compliance,Compliance,2024-02-23,81.6,In Progress
1524,1638,Data Visualization with BI Tools,Technical,2023-05-19,79.8,In Progress
1525,1640,Advanced System Design,Technical,2023-09-17,69.4,In Progress
1526,1640,Anti-Bribery & Compliance,Compliance,2025-02-21,80.3,Certified
1527,1641,Anti-Bribery & Compliance,Compliance,2023-05-23,74.2,In Progress
1528,1643,Workplace Safety,Compliance,2024-06-07,84.6,In Progress
1529,1644,Presentation Mastery,Soft Skills,2024-11-10,77.3,Certified
1530,1644,Coaching for Managers,Leadership,2023-06-03,76.9,Certified
1531,1644,Leading Through Change,Leadership,2024-02-16,81.2,In Progress
1532,1645,Workplace Safety,Compliance,2024-04-19,92.2,Certified
1533,1645,Cloud Architecture Fundamentals,Technical,2024-04-28,94.0,In Progress
1534,1646,Advanced System Design,Technical,2023-04-12,99.0,Certified
1535,1646,Coaching for Managers,Leadership,2023-08-22,76.6,Certified
1536,1646,Negotiation Skills,Soft Skills,2024-03-24,94.7,Certified
1537,1647,Data Visualization with BI Tools,Technical,2024-09-22,77.3,Certified
1538,1647,Data Privacy Essentials,Compliance,2025-04-02,73.4,Certified
1539,1647,Coaching for Managers,Leadership,2023-05-22,84.9,In Progress
1540,1648,Negotiation Skills,Soft Skills,2024-03-09,91.5,Certified
1541,1649,Effective Communication,Soft Skills,2023-03-03,66.4,Not Certified
1542,1649,Coaching for Managers,Leadership,2024-01-05,75.5,Certified
1543,1649,Cloud Architecture Fundamentals,Technical,2024-07-26,74.4,Certified
1544,1650,Data Visualization with BI Tools,Technical,2024-02-25,87.4,Certified
1545,1650,Anti-Bribery & Compliance,Compliance,2023-01-05,85.5,Certified
1546,1650,Negotiation Skills,Soft Skills,2023-02-02,86.6,In Progress
1547,1650,Machine Learning Operations,Technical,2024-02-27,85.0,In Progress
1548,1650,HR Business Partnering,Leadership,2025-05-25,83.0,Certified
1549,1651,Presentation Mastery,Soft Skills,2024-09-11,74.7,Certified
1550,1651,Advanced System Design,Technical,2024-08-03,77.6,Certified
1551,1652,Machine Learning Operations,Technical,2023-11-13,75.2,Certified
1552,1652,Advanced System Design,Technical,2025-08-23,85.2,Certified
1553,1652,Time Management,Soft Skills,2023-02-25,77.2,Certified
1554,1652,Workplace Safety,Compliance,2024-04-30,93.8,Certified
1555,1652,Presentation Mastery,Soft Skills,2023-05-14,94.1,In Progress
1556,1653,Presentation Mastery,Soft Skills,2025-06-01,71.3,Certified
1557,1653,Anti-Bribery & Compliance,Compliance,2025-07-22,82.7,Certified
1558,1653,Effective Communication,Soft Skills,2023-07-05,69.8,In Progress
1559,1654,Cloud Architecture Fundamentals,Technical,2024-12-03,73.0,In Progress
1560,1654,Leading Through Change,Leadership,2023-02-27,79.1,Certified
1561,1654,Negotiation Skills,Soft Skills,2023-04-22,61.8,Not Certified
1562,1654,Effective Communication,Soft Skills,2024-02-11,82.1,In Progress
1563,1655,Time Management,Soft Skills,2023-03-02,78.6,In Progress
1564,1655,Coaching for Managers,Leadership,2025-02-08,80.4,In Progress
